,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags
326,2010434,76,Hyoseok Culture Village Buckwheat Food Street (효석문화마을 메밀음식거리),"The Hyoseok Culture Village is the place where author Lee Hyo-seok (penname “Gasan”) was born and raised. The village is also the setting of the author’s story ""When Buckwheat Flowers Bloom,” one of the most celebrated Korean short stories to date. Since 1999, the Hyoseok Cultural Festival has been held here every September to commemorate the writer. Visitors to the festival can enjoy various foods and events as well as a replica of scenes from the book. For those that are searching for a more tranquil visit, avoid the month of September, when the buckwheat flowers are in full bloom. Don't forget to try all the different <em>memil</em> (buckwheat) dishes offered throughout the area all year round.",http://tong.visitkorea.or.kr/cms/resource/60/735060_image2_1.jpg,"31, Gipung 3-gil, Pyeongchang-gun, Gangwon-do",128.3777093419,37.6155688764,"['story', 'short', 'raised', 'lee', 'buckwheat', 'book', 'commemorate', 'year', 'bloom', 'offered', 'throughout', 'visit', 'authors', 'month', 'emmemilem', 'setting', 'dont', 'tranquil', 'try', 'dishes', 'hyoseok', 'since', 'foods', 'celebrated', 'forget', 'festival', 'date', 'village', 'every', 'events', 'cultural', 'full', 'penname', 'author', '“', 'flowers', '1999', 'searching', 'avoid', 'culture', 'held', 'september', 'stories', 'replica', 'writer', 'born', 'scenes', 'different', 'korean', 'round', '”', 'gasan']"
327,349511,80,I'Park Condominium (아이파크콘도),I'Park Condominium aims to make each guest’s stay a wonderful experience.,http://tong.visitkorea.or.kr/cms/resource/85/1581485_image2_1.jpg,"75-16, Goseong-daero, Goseong-gun, Gangwon-do",128.5047241014,38.2094773787,"['condominium', 'stay', 'aims', 'guests', 'make', 'ipark', 'experience', 'wonderful']"
328,2693080,82,Ibamdong Ireonmase Onda (입암동이런맛에온다),"It is a place where you can enjoy grilled special pork parts. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is grilled special cuts.",http://tong.visitkorea.or.kr/cms/resource/15/2684715_image2_1.jpg,"4-1, Ibam-ro 148beon-gil, Gangneung-si, Gangwon-do",128.9179062703,37.7585960766,"['famous', 'special', 'dishes', 'menu', 'pork', 'gangneungsi', 'restaurant', 'parts', 'korean', 'cuts', 'grilled']"
329,921773,82,Ilchulbong Hoetjip (일출봉횟집),"Opened more than 20 years ago, Ilchulbong Hoetjip offers a beautiful view of the East Sea with delicious fresh <em>hoe</em> (sliced raw fish). Using top-of-the-line seasonal ingredients, the hearty meals will fulfill anyone's taste. With roundtrip pick-up service and menus in different languages, everyone can enjoy a meal with a view.",http://tong.visitkorea.or.kr/cms/resource/91/2590691_image2_1.jpg,"105, Daepohanghuimang-gil, Sokcho-si, Gangwon-do",128.6094295724,38.1743584999,"['fulfill', 'meals', 'fish', 'fresh', 'service', 'meal', 'raw', 'languages', '20', 'seasonal', 'ago', 'ingredients', 'roundtrip', 'hearty', 'view', 'beautiful', 'emhoeem', 'sea', 'years', 'using', 'sliced', 'opened', 'hoetjip', 'anyones', 'topoftheline', 'east', 'everyone', 'pickup', 'menus', 'different', 'ilchulbong', 'delicious', 'taste']"
330,2694294,82,Ilmi Somunnan Saengseon Gui (일미소문난생선구이),"It is a place where you can eat various grilled fish dishes. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is grilled fish.",http://tong.visitkorea.or.kr/cms/resource/22/2684922_image2_1.jpg,"122, Gangbyeon-ro, Gangneung-si, Gangwon-do",128.8825070922,37.7452969243,"['dishes', 'fish', 'eat', 'representative', 'menu', 'gangneungsi', 'restaurant', 'korean', 'grilled']"
331,2694623,82,Imangu Gyodong Jjamppong (이만구교동짬뽕),"A place where you can enjoy various Chinese dishes. The best menu at this restaurant is spicy seafood noodle soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/08/2685008_image2_1.jpg,"199-8, Gangneung-daero, Gangneung-si, Gangwon-do",128.8926502076,37.7587483439,"['dishes', 'noodle', 'best', 'menu', 'gangneungsi', 'chinese', 'spicy', 'restaurant', 'korean', 'seafood', 'soup']"
332,1874490,75,Imwonhang Port (Imwonhang Breakwater - Domigul Cave) (임원항 (임원항방파제 - 도미굴)),"Imwonhang Port is widely considered to be the best place for catching sea bream in the East Sea, along with Japanese dace, spotty belly greenling, rockfish and flounder in the winter. The two major fishing spots are the outer harbor near the breakwater point and the inner harbor. 
 <br>
<br>The rocks on the seashore in Sinnam and Galnam areas are popular especially in winter as the best fishing point to catch gold bream. 
The areas become crowded with fishers in the weekends and holidays, making parking difficult.",http://tong.visitkorea.or.kr/cms/resource/75/1813175_image2_1.jpg,"30-11, Imwonhanggu-ro, Samcheok-si, Gangwon-do",129.3461314168,37.2297903766,"['imwonhang', 'holidays', 'near', 'two', 'become', 'crowded', 'widely', 'dace', 'fishers', 'weekends', 'sinnam', 'greenling', 'breakwater', 'harbor', 'point', 'belly', 'japanese', 'making', 'considered', 'parking', 'sea', 'flounder', 'best', 'port', 'bream', 'along', 'spotty', 'seashore', 'catch', 'gold', 'rockfish', 'especially', 'spots', 'winter', 'east', 'fishing', 'galnam', 'brthe', 'difficult', 'catching', 'inner', 'rocks', 'outer', 'br', 'popular', 'major', 'areas']"
333,2946940,76,Ingu Beach (인구 해수욕장),"Ingu beach is located in Ingu-ri, Yangyang-gun, Gangwon-do. With Jukdo, an island with a thickly wooded bamboo forest, in the middle, Jukdo Beach lies to the north and Ingu Beach to the south. Thanks to its vast and quiet white sandy beach and shallow depths, the beach is safe to enjoy sea bathing, which is why families visit the beach during the summer vacation period. The shallow water also attracts many novice surfers. The beach is equipped with nice facilities for surfers along with accommodations and surfing shops. Avid campers can also set up tents on the beach to enjoy surfing and camping at the same time. In recent years, the beach has become a popular scuba diving spot as well. Ever since the coastal road opened, cafes, restaurants, and various convenience facilities have popped up in the area. Visitors can check out Jukdojeong Observatory, Ingu Port, and many other things to see nearby, and also experience sea fishing at Dongsan Port.",,"12, Inguhang-gil, Hyeonnam-myeon, Yangyang-gun, Gangwon-do",128.7619443329,37.9703129545,"['jukdojeong', 'camping', 'jukdo', 'island', 'forest', 'convenience', 'observatory', 'avid', 'set', 'nearby', 'become', 'ever', 'sandy', 'shops', 'accommodations', 'families', 'wooded', 'bathing', 'visit', 'restaurants', 'surfing', 'cafes', 'ingu', 'shallow', 'bamboo', 'safe', 'lies', 'since', 'inguri', 'north', 'nice', 'dongsan', 'road', 'yangyanggun', 'popped', 'novice', 'coastal', 'sea', 'south', 'summer', 'depths', 'facilities', 'along', 'years', 'check', 'port', 'see', 'opened', 'water', 'fishing', 'thanks', 'middle', 'spot', 'attracts', 'campers', 'scuba', 'recent', 'diving', 'period', 'time', 'popular', 'equipped', 'surfers', 'experience', 'beach', 'thickly', 'vast', 'vacation', 'tents', 'white', 'things', 'quiet']"
334,2596799,80,INJE HOTEL [Korea Quality] / 인제호텔 [한국관광 품질인증],"
Located in Inje-eup, Inje Hotel has 36 rooms in a building with 7 floors above the ground and 2 floors in the basement. In addition to 22 regular rooms, there are VIP Room, large Ondol Room, and Special Room that can be used by different numbers of people and for various occasions. The VIP Room is a twin room equipped with a sofa and table. There is a communal shower facility outside the room that can be used when the bathroom en suite is occupied. There is a Korean restaurant on the first floor. The flower bed and tea table outside the first floor is a great place to rest. A free fax machine and a vending machine for beverage and ramen are located in the lobby. There is also a water purifier with hot water and a microwave that can be used to prepare snacks. Brewed coffee is available all the time. You can have an unobstructed view of Inje town in the lounge on the 7thfloorofthehotel.
Being near the Inje Intercity Bus Terminal, Inje Hotel gives a good access to public transportation and tourist attractions such as Inje Mountain Village Folk Museum, Inje Culture & Welfare Center, and Inje Theme Park which are located within 1km from the hotel.  
<br>",http://tong.visitkorea.or.kr/cms/resource/42/2634742_image2_1.jpg,"4, Inje-ro 187beon-gil, Inje-gun, Gangwon-do",128.1691366411,38.071756404,"['folk', 'bed', 'great', 'fax', 'large', 'rest', 'injeeup', 'snacks', '2', 'numbers', 'people', 'village', 'good', 'museum', 'hotel', 'center', 'culture', 'vip', 'facility', 'different', 'regular', 'intercity', 'special', 'first', 'theme', 'table', '7thfloorofthehotel', 'prepare', 'beverage', '36', 'sofa', 'building', 'terminal', 'attractions', 'ramen', 'outside', 'shower', 'water', 'hot', 'lounge', 'welfare', 'town', 'br', 'inje', 'suite', 'ondol', '22', 'tourist', 'near', 'free', 'communal', 'bus', '1km', 'gives', 'purifier', 'view', 'used', 'room', 'restaurant', 'rooms', 'available', 'public', 'floors', 'addition', 'bathroom', 'within', 'equipped', 'korean', 'floor', 'tea', 'machine', 'flower', '7', 'ground', 'microwave', 'coffee', 'occasions', 'lobby', 'basement', 'occupied', 'vending', 'twin', 'unobstructed', 'park', 'transportation', 'mountain', 'access', 'time', 'en', 'brewed']"
335,1987636,76,Inje Hwangtae Village (인제 황태마을),"Inje Hwangtae Village, 
with its excellent winter landscape, is known for its&nbsp;dried <em>hwangtae</em> (pollack), which repeatedly thaws and freezes 
with the fluctuations in the weather, giving it a delicious, chewy texture. Covered with snow, the area is worth visiting in the 
winter to enjoy all it has to offer. While walking around the site, visitors will be able to listen to the story 
of its background, and how myeongtae becomes hwangtae (dried pollack)  after&nbsp;passing 
through the hands of thirty one people. <br><br>
Nearby is Maebawi Rock, which has a metal path  perfect for beginners, and it 
is also visited by advanced climbers for ice climbing in the winter months.",http://tong.visitkorea.or.kr/cms/resource/94/209294_image2_1.jpg,"307, Jinburyeong-ro, Inje-gun, Gangwon-do",128.3610919134,38.2355493418,"['texture', 'story', 'fluctuations', 'chewy', 'advanced', 'nearby', 'landscape', 'hwangtae', 'giving', 'emhwangtaeem', 'background', 'becomes', 'path', 'rock', 'itsnbspdried', 'freezes', 'hands', 'around', 'visited', 'excellent', 'covered', 'thirty', 'repeatedly', 'able', 'myeongtae', 'village', 'people', 'climbers', 'beginners', 'perfect', 'metal', 'ice', 'dried', 'snow', 'maebawi', 'visiting', 'walking', 'thaws', 'winter', 'months', 'offer', 'pollack', 'climbing', 'listen', 'afternbsppassing', 'worth', 'known', 'site', 'inje', 'brbr', 'delicious', 'weather']"
336,685127,85,Inje Icefish Festival (인제 빙어축제),The Inje Icefish Festival takes place within the pristine nature of Inje. Visitors can enjoy fishing as well as other exciting winter activities. The festival was first held in 1997 and has grown with each year thanks to the interest and support of visitors.,http://tong.visitkorea.or.kr/cms/resource/67/2531367_image2_1.jpg,"555-2 beon-ji, Bupyeong-ri, Inje-gun, Gangwon-do",128.0985008723,37.9977331184,"['nature', 'first', 'year', 'exciting', 'festival', 'takes', 'activities', 'pristine', 'icefish', 'grown', 'interest', '1997', 'support', 'winter', 'fishing', 'thanks', 'held', 'within', 'inje']"
337,2018345,75,Inje Speedium Resort Circuit (인제스피디움리조트 서킷),"Inje Speedium Resort Circuit is 3.9 kilometers in length, suitable for international competitions, and is open to all visitors who would like to safely experience the thrill of racing. The circuit has the highest level of safety standards in Korea, and features hills for an exciting ride. The circuit can be enjoyed via the circuit cart, a special vehicle designed just to travel around the circuit and can be driven without any special circuit license. There are a variety of programs available, including being driven by a professional driver, and self-driving options.",http://tong.visitkorea.or.kr/cms/resource/41/2607541_image2_1.jpg,"130, Sanghadap-ro, Inje-gun, Gangwon-do",128.2950634635,38.0012086833,"['highest', 'designed', 'inje', 'special', 'hills', 'level', 'via', 'exciting', 'options', 'thrill', 'length', 'safety', 'selfdriving', '39', 'around', 'open', 'driver', 'international', 'resort', 'would', 'speedium', 'racing', 'vehicle', 'without', 'driven', 'suitable', 'features', 'ride', 'available', 'variety', 'circuit', 'programs', 'cart', 'enjoyed', 'competitions', 'standards', 'travel', 'kilometers', 'experience', 'professional', 'like', 'safely', 'license']"
338,2694972,82,Insaeng Ssalguksu (인생쌀국수),"It is a restaurant whose specialty is rice noodles cooked by a chef with 24 years’ experience. This rice noodles restaurant is located in Wonju-si, Gangwon-do. The representative menu is rice noodles.",http://tong.visitkorea.or.kr/cms/resource/65/2701365_image2_1.jpg,"171, Sinjijeong-ro, Wonju-si, Gangwon-do",127.8778310745,37.3738818766,"['noodles', 'years', 'cooked', '24', 'representative', 'chef', 'menu', 'experience', 'restaurant', 'rice', 'wonjusi', 'whose', 'specialty']"
339,1366150,80,Intercontinental Alpensia Pyeongchang Resort (인터컨티넨탈 알펜시아 평창 리조트),"Intercontinental Alpensia Pyeongchang Resort is a luxurious classical European-style alpine resort located 700 meters above sea level on a ridge of Taebaeksan Mountain. Surrounded by fascinating nature, the resort offers various leisure facilities such as Olympic Sky Park, Ocean 700 Water Park, a 27-hole golf course designed by the world-renowned golf course designer Robert Trent Jones, Jr., and an 18-hole public golf course. <br><br>The summer house also provides relaxation facilities including the luxurious Club Intercontinental Lounge, a children’s play room called ‘Planet Trackers’, and a day spa. A wellness center provides guests seeking relaxation with various therapies and programs. The luxurious CMA spa club offers seven spa suite rooms and an open-air Jacuzzi providing eco-nature therapy with great views of Daegwallyeong.<br><br>Guestrooms are decorated with a harmonious blend of modern, bright-colored furniture and traditional Korean-style furniture. Specially designed lighting adds a pleasant touch to the rooms.<br><br>Subsidiary facilities are a restaurant, wine bar/salon, and a lobby lounge. The restaurant, called Flavor, serves international dishes, while the wine bar serves quality wines. In the lobby lounge, guests can enjoy views of beautiful nature through floor-to-ceiling windows while listening to live classical music performances and sharing light fare such as sandwiches, pizza, tapas, wine, and coffee.",http://tong.visitkorea.or.kr/cms/resource/07/1583607_image2_1.jpg,"325, Solbong-ro, Daegwannyeong-myeon, Pyeongchang-gun, Gangwon-do",128.6743702048,37.6575030436,"['fare', 'furniture', 'ridge', 'course', 'great', 'traditional', 'dishes', 'cma', 'touch', 'performances', 'classical', 'resort', 'brbrthe', 'pizza', 'harmonious', 'facilities', 'center', 'music', 'olympic', 'lighting', 'programs', 'modern', 'sandwiches', 'day', '700', 'brightcolored', 'alpine', 'blend', 'tapas', '‘', 'seven', 'light', 'nature', 'designed', 'pyeongchang', 'childrens', 'floortoceiling', 'econature', '18hole', 'provides', 'sharing', 'flavor', 'ocean', 'jacuzzi', 'bar', 'adds', 'summer', 'jones', 'water', 'worldrenowned', 'lounge', 'leisure', 'surrounded', 'suite', 'trackers', 'alpensia', 'therapies', 'serves', 'taebaeksan', 'designer', 'openair', 'wellness', 'specially', 'daegwallyeongbrbrguestrooms', 'trent', 'koreanstyle', 'quality', 'views', 'room', 'live', 'restaurant', 'spa', 'rooms', 'public', 'planet', 'pleasant', 'robert', 'sky', 'play', 'guests', '27hole', 'wines', 'level', 'decorated', 'listening', 'wine', 'meters', 'seeking', 'europeanstyle', 'lobby', 'house', 'coffee', 'therapy', 'barsalon', 'providing', 'called', 'beautiful', 'international', 'park', 'sea', 'intercontinental', 'luxurious', 'relaxation', 'golf', 'club', 'windows', 'fascinating', 'jr', 'roomsbrbrsubsidiary', 'mountain']"
340,1393312,76,Isabu Lion Park & Picture Book Land (이사부사자공원&그림책 나라),"Isabu Lion Park & Picture Book Land is a family-friendly theme park that provides the beautiful ocean view of the East Sea up close. The park is open year round, serving as a perfect picnic park from spring to fall, while turning into a snowy fun park with a sledding hill in winter. The park also holds movie nights from time to time.",http://tong.visitkorea.or.kr/cms/resource/11/2647411_image2_1.bmp,"333, Surobuin-gil, Samcheok-si, Gangwon-do",129.1597155498,37.4745058135,"['picture', 'book', 'theme', 'year', 'close', 'land', 'fall', 'turning', 'holds', 'familyfriendly', 'provides', 'view', 'beautiful', 'ocean', 'open', 'spring', 'park', 'sea', 'perfect', 'snowy', 'picnic', 'nights', 'east', 'winter', 'isabu', 'hill', 'movie', 'fun', 'time', 'serving', 'lion', 'round', 'sledding']"
341,2856299,82,Islana Lounge (아일래나라운지),Guests can enjoy breakfast as well as a variety of drinks and desserts at Islana Lounge. Enjoy the beautiful nature and leisurely days of Nami Island at Islana Lounge where Hotel Jeonggwanru&rsquo;s garden is also situated.,,"1 , Namiseom-gil, Chuncheon-si, Gangwon-do",127.5255090138,37.7963208193,"['lounge', 'beautiful', 'jeonggwanrursquos', 'nature', 'islana', 'situated', 'guests', 'leisurely', 'hotel', 'breakfast', 'desserts', 'days', 'garden', 'nami', 'drinks', 'island', 'variety']"
342,2656556,82,Issi Sonmandu Jeongol (이씨손만두전골),"This is a Korean cuisine located in Wonju-si, Gangwon-do. A restaurant selling a variety of dumplings in hot pots. The representative menu is dumpling hot pot.",http://tong.visitkorea.or.kr/cms/resource/43/2652843_image2_1.jpg,"17, Yangjitteul, 4-gil, Wonju-si, Gangwon-do",127.984447803,37.3275614319,"['hot', 'cuisine', 'selling', 'representative', 'pots', 'menu', 'dumplings', 'restaurant', 'wonjusi', 'pot', 'dumpling', 'variety', 'korean']"
343,1634478,76,Jade Garden (제이드가든),"Jade Garden is an exotic arboretum established with the theme of “small Europe in the forest.” It was built on an area of 163,500 m2 by keeping its natural topography and establishing 24 themed gardens. This European-style arboretum comprises Italy’s Tuscan-style Visitor Center at the entrance, English Border Garden, and Italian Wedding Garden built with Italian style of garden and waterway. It also has three walking paths -Namunaeum-gil, Danpungnamu-gil, Supsokbaram-gil. Namunaeum-gil in the middle of the arboretum is paved with woodchips and has good accessibility to the theme gardens. Danpungnamu-gil located at a high ground is a quiet trail, while Supsokbaram-gil is surrounded by thick trees and an ideal walking path in the summer season. Each walking path requires 40 to 60 min each way, and they are connected in the middle of the trails. Each path begins from the Visitor Center and ends at the White Garden or Sky Garden at the top of the arboretum. Visitors can take a rest at a cafe, restaurant, and souvenir shop. The nighttime operation is available depending on the season, and the shuttle bus runs between Gulbongsan Station of the Gyeongchun Line and the Arboretum.",,"80, Haetgol-gil, Chuncheon-si, Gangwon-do",127.5417314729,37.8325530155,"['small', 'supsokbaramgil', 'thick', 'trails', 'built', 'italys', 'rest', 'establishing', 'good', 'style', 'gardens', 'ideal', 'way', 'center', 'natural', 'themed', 'border', 'tuscanstyle', 'trail', 'gyeongchun', '24', 'keeping', 'take', '”', 'entrance', 'ends', 'topography', 'theme', 'forest', 'exotic', 'shop', 'path', 'english', 'europe', 'souvenir', 'shuttle', 'summer', '“', 'walking', 'season', 'line', 'surrounded', 'danpungnamugil', 'white', 'jade', 'woodchips', 'bus', 'requires', 'paved', 'operation', 'arboretum', 'connected', 'trees', '60', 'high', 'restaurant', 'available', 'middle', 'nighttime', 'garden', 'three', 'comprises', 'visitor', 'sky', 'depending', 'min', 'top', 'ground', 'namunaeumgil', '40', 'europeanstyle', 'accessibility', 'established', 'm2', 'waterway', 'paths', 'runs', '163500', 'wedding', 'begins', 'italian', 'station', 'gulbongsan', 'cafe', 'quiet']"
344,2694543,82,Jageumseong (자금성),"A place where you can enjoy various Chinese dishes. This Chinese (cuisine) restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is sweet and sour pork.",http://tong.visitkorea.or.kr/cms/resource/76/2684976_image2_1.jpg,"22, Gyeonggang-ro 2223beon-gil, Gangneung-si, Gangwon-do",128.9047350595,37.7642479432,"['famous', 'sour', 'cuisine', 'dishes', 'menu', 'gangneungsi', 'chinese', 'pork', 'restaurant', 'sweet']"
345,1373522,75,Jangamsan Paragliding Field (장암산 활공장),"Paragliding is controlled by the power of body weight. Hang gliding and paragliding are both included in manpowered gliders, which refers to gliders weighing less than 50 kilograms in dead weight. Paragliding has the shortest history among air sports, but is the most popular manpower glider. <BR><BR>
Anyone can enjoy paragliding and after a 3 to 4-hour training course, participants can take off from a 50 meter steep hill. The total weight of the glide is just 10 kilograms, light enough to carry on one’s back, and carries very little danger if riders follow proper precautions. <BR><BR> Jangamsan Paragliding Field is located near Pyeongchang and the mountain is mainly comprised of stones, making it possible for people to enjoy a real thermal flight experience. The field is suitable for families who wish to enjoy camping with paragliding. The landing field is situated along the Pyeongchanggang River, which is also available for swimming after the flight. The river has a spacious pool on both upstream and downstream, making it a perfect venue for safety clinic education as well.",http://tong.visitkorea.or.kr/cms/resource/07/1825107_image2_1.jpg,"129, Jangamdong-gil, Pyeongchang-gun, Gangwon-do",128.4218341137,37.3976643382,"['pool', 'glider', 'history', 'weight', 'course', 'wish', '4hour', 'danger', 'situated', 'shortest', 'people', 'riders', 'real', 'river', 'precautions', 'hill', 'flight', 'participants', 'take', 'weighing', 'thermal', 'light', 'field', 'pyeongchang', 'spacious', 'swimming', 'jangamsan', 'education', 'making', 'gliders', 'steep', 'power', 'training', '3', 'included', 'follow', 'perfect', 'sports', 'paragliding', 'stones', 'refers', 'proper', 'among', 'popular', 'pyeongchanggang', 'manpower', 'experience', 'possible', 'mainly', 'manpowered', 'controlled', 'hang', 'near', 'venue', 'families', 'less', 'little', 'glide', 'enough', 'carries', 'along', 'suitable', 'gliding', 'available', '10', 'anyone', 'landing', 'ones', 'brbr', '50', 'air', 'camping', 'upstream', 'back', 'body', 'kilograms', 'total', 'carry', 'dead', 'meter', 'comprised', 'safety', 'downstream', 'clinic', 'mountain']"
346,2693018,82,Janggun Jumeok Gogi (장군주먹고기),"It is a place where you can enjoy Korean BBQ. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is grilled pork belly.",http://tong.visitkorea.or.kr/cms/resource/76/2684576_image2_1.jpg,"5, Yulgokchogyo-gil 47beon-gil, Gangneung-si, Gangwon-do",128.8790040234,37.7649279187,"['dishes', 'representative', 'menu', 'gangneungsi', 'pork', 'restaurant', 'bbq', 'korean', 'belly', 'grilled']"
347,1777397,76,Janghohang Port (장호항),"Janghohang Port is a short distance out of downtown Samcheok. The port is famous for its round beach line and white sand shore and is known as the “Naples of Korea.” From the beach, Janghohang Port offers excellent views of unique rock formations in the sea. The beach at Janghohang Port is small but charming, and has a tranquil atmosphere unlike the bigger beaches.",,"103, Janghohang-gil, Samcheok-si, Gangwon-do",129.3176127341,37.2878414864,"['short', 'famous', 'charming', 'naples', 'small', 'shore', 'samcheok', 'unique', 'tranquil', 'sand', 'rock', 'janghohang', '”', 'downtown', 'distance', 'white', 'views', 'formations', 'sea', 'port', 'atmosphere', '“', 'bigger', 'line', 'known', 'unlike', 'beach', 'beaches', 'round', 'excellent']"
348,626351,76,Jangneung Royal Tomb [UNESCO World Heritage] (영월 장릉(단종) [유네스코 세계문화유산]),"Jangneung is the tomb of Danjong, the 6th king of the Joseon dynasty (r. 
1441-1457). After having the throne taken away by Suyang Daegun, his uncle, Danjong was condemned to exile in Yeongwol County, where he was later murdered and his remains were abandoned in 
the Donggang River. When no one else was brave enough to find his body, Eom Heung-do, the governor of Yeongwol Lake, found his body and buried him in the tomb that later became Jangneung, one of 
the royal tombs of the Joseon dynasty. Danjong had been stripped of his title at the time he was exiled. His title was later restored in year 1698, during the reign of King Sukjong, and received his posthumous name Danjong, and thereafter was referred to as King Danjong. 

<br>
<br>Jangneung houses such buildings as Jeongjagak, Baesikdansa, Jaesil, Yeongcheon, and Hongsammun, and a history hall with relics of Danjong. The area is surrounded by magnificent pine trees. Since 1967, a religious service called Danjongje is held every year on April 5th, according to the lunar calendar, in commemoration of Danjong.",http://tong.visitkorea.or.kr/cms/resource/25/1990225_image2_1.jpg,"190, Danjong-ro, Yeongwol-gun, Gangwon-do",128.451967907,37.1973824361,"['r', 'posthumous', 'tomb', 'buried', 'brave', 'houses', 'history', 'referred', 'hall', 'governor', 'later', 'find', 'river', 'heungdo', 'held', 'dynasty', 'away', 'every', 'joseon', 'name', 'year', '1698', '6th', 'remains', 'throne', 'murdered', 'lake', 'suyang', 'exiled', 'commemoration', 'county', 'eom', 'stripped', 'royal', 'donggang', 'lunar', 'according', 'br', 'abandoned', 'danjong', 'surrounded', 'brjangneung', 'received', 'service', '1967', 'jangneung', 'else', 'condemned', 'enough', 'restored', 'trees', 'religious', 'daegun', 'jaesil', 'uncle', 'found', 'hongsammun', 'danjongje', 'buildings', '5th', 'yeongwol', 'became', 'jeongjagak', 'yeongcheon', 'body', 'magnificent', 'since', 'called', '14411457', 'exile', 'reign', 'sukjong', 'relics', 'king', 'april', 'thereafter', 'time', 'calendar', 'taken', 'title', 'pine', 'tombs', 'baesikdansa']"
349,2694549,82,Jangsu Gimbap (장수김밥),"It is a place where you can enjoy various types of gimbap. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is gimbap.",http://tong.visitkorea.or.kr/cms/resource/77/2684977_image2_1.jpg,"149, Imyeong-ro, Gangneung-si, Gangwon-do",128.8917031986,37.7546126928,"['types', 'gimbap', 'famous', 'dishes', 'menu', 'gangneungsi', 'restaurant', 'korean']"
350,2654939,82,Jangsu Ttukbaegi (장수뚝배기),"This is a Korean cuisine located in Wonju-si, Gangwon-do. The representative menu is beef blood hangover soup. Seonji haejangguk (hangover soup made with sliced congealed ox blood) is a traditional Korean food.",http://tong.visitkorea.or.kr/cms/resource/38/2652838_image2_1.jpg,"21-1, Geongang-ro, Wonju-si, Gangwon-do",127.9881725261,37.3255478449,"['blood', 'haejangguk', 'cuisine', 'beef', 'traditional', 'food', 'representative', 'menu', 'congealed', 'sliced', 'wonjusi', 'made', 'seonji', 'hangover', 'soup', 'ox', 'korean']"
351,264185,76,Jangsudae Pavilion (장수대),"Jangsudae Pavilion was completed on October 1, 1959 to commemorate the great victory of the battle held at Seoraksan Mountain during the Korean War. It serves as a resting spot for visitors who hike up the park to visit attractions nearby such as the Daeseung Falls, Oknyeotang Spring, Gamatang Spring, Hangyesanseong Fortress, and Haneulbyeok Wall. The pavilion is built in a traditional Korean style and considered as an excellent hermitage in terms of both structure and size. The surrounding nature consisting of mountain cliffs and pine forest makes the building stand out even more.",http://tong.visitkorea.or.kr/cms/resource/08/1583408_image2_1.jpg,"4193, Seorak-ro, Inje-gun, Gangwon-do",128.3418528071,38.1194236071,"['war', 'nature', 'commemorate', 'resting', 'completed', 'forest', 'victory', 'serves', 'nearby', 'hangyesanseong', 'hermitage', 'visit', 'falls', 'cliffs', 'great', 'surrounding', 'fortress', 'wall', 'traditional', 'oknyeotang', 'built', 'haneulbyeok', 'battle', 'stand', 'october', 'seoraksan', 'consisting', 'building', 'attractions', 'considered', 'structure', 'even', 'daeseung', 'spring', 'park', 'style', 'hike', 'jangsudae', 'size', 'pavilion', 'spot', 'held', 'gamatang', 'makes', '1', 'pine', 'korean', '1959', 'excellent', 'mountain', 'terms']"
352,921788,82,Jasmine (쟈스민),"Since opening in 1999, the owner of Jasmine has been the talk of the town because of his good nature. He had been featured in the local newspapers for his good deeds, such as providing food to neighbors in need and offering scholarship money to students from unprevileged families, with the belief that people should share even in general tough times. 
<br><br>
The owner is very enthusiastic about serving customers the right way. He even hired a Chinese cook for tourists from China and Taiwan who came to Chuncheon because of Hallyu, or the Korean wave. In addition to authentic Chinese dishes for Chinese customers, the restaurant also serves other types of Chinese dishes that suit the tastes of Koreans. With the management philosophy that fresh ingredients are a must in bringing out the best flavor, the restaurant owner uses seafood from Mokpo and vegetables from Chuncheon in preparing delicious Chinese dishes for customers. The owner even holds a meeting every morning with the staff to provide better dishes and service.",http://tong.visitkorea.or.kr/cms/resource/57/816857_image2_1.jpg,"14, Umuk-gil 74beon-gil, Chuncheon-si, Gangwon-do",127.7243832801,37.8666496618,"['times', 'need', 'featured', 'money', 'vegetables', 'wave', 'uses', 'dishes', 'chinese', 'share', 'belief', 'people', 'food', 'good', 'way', 'offering', 'talk', 'customers', 'china', 'morning', 'serving', 'preparing', 'every', 'seafood', 'nature', 'staff', 'philosophy', 'tough', 'flavor', 'chuncheon', 'suit', 'must', 'better', 'unprevileged', 'town', 'tastes', 'fresh', 'service', 'serves', 'deeds', 'families', 'neighbors', 'tourists', 'scholarship', 'general', 'meeting', 'opening', 'right', 'enthusiastic', 'even', 'restaurant', 'addition', 'newspapers', 'bringing', 'mokpo', 'taiwan', 'korean', 'brbr', 'delicious', 'owner', 'holds', 'students', 'koreans', 'cook', 'hallyu', 'ingredients', 'since', 'providing', 'provide', 'management', 'hired', 'local', 'best', 'came', '1999', 'authentic', 'types', 'jasmine']"
